overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
3.0,False,"11 25, 2013",A2Q2A6JKY95RTP,B005LN5UOC,Raul G.,"As a PS3 owner and long-time gamer I've got more than a few Bluetooth headsets that I've used with my console. I started out with using a Motorola BT headset that I primarily used with my Motorola RAZR (that's how far back I've been using my PS3... whoa!). Graduated to a dedicated Logitech Wireless Vantage headset and finally settled on a wired Turtle Beach PX-21 most recently. I've also had experience in using Jabra, Plantronics, and Sony's official PS3 BT headset.

--------------------
SETUP:

Anyone who has ever paired a BT headset knows the routine - turn on your device you wish to pair to (PS3), go to Settings > Devices > BT devices > Scan. Then turn on the Gioteck EX03 and the device will appear as 'found' on-screen. Select the device, enter the pin: 0000 and the devices will pair. If you have any other audio input devices paired with your PS3 be sure to select the EX03 as you active input and output device. In simpler terms setup is as easy as any other BT device that I've used.

--------------------
DESIGN:

The EX03 looks like an adolescents BT headset. I don't mean that as a snipe or a bad thing, the device has a type of cool factor, though I wouldn't wear this on my ear in public. The EX03 is quite a bit larger than standard BT headsets that have tried to somewhat become as small as feasibly possible. The size can be attributed to both the ear look, the mic boom, and the actual earpiece/receiver. The design as I interpret it is more function over form.

The design of an over the ear loop and adjustable boom in my experience make this headset a bit more comfortable than traditional BT headsets, particularly those that don't have any type of over the ear support. This is particularly important during long gaming sessions. The boom is designed to adjust though within a very small tolerance. This is still important to anyone with a smaller or larger than average head. Additionally Gioteck includes a number of in-ear pieces so there options for comfort there as well.

Personally I found the headset to be comfortable for about an two hours before my ear really started to ache and bother me.

--------------------
USE:

In-game audio quality is a mixed bag. For certain this is a mono headset which is fine for communication with other players online, however, I found the audio quality sounded quite muffled. Especially compared to my PX-21 headset but even compared to my Plantronics BT headset that I primarily use with my smartphone.

Friends that I played with online had no complaints about my voice, background noise, or static.

--------------------
CONCLUSION:

This is a decent entry level headset. I'm hesitant to slam or praise this product as it does perform just not impressively so. If you can spare about ten more dollars I would recommend Sony's own PlayStation branded BT headset that in my opinion performs considerably better.

Notes:
There seems to be some confusion over what this headset will and won't let you hear. This is a headset for in-game communication with other players when playing online with your PS3. This headset cannot play back in-game audio or sound-effects.",Average Performer; There are Better Headsets for your PS3,1385337600,7,,
5.0,False,"12 9, 2003",A3KZZ9JRY9FROO,B0000A082Y,Justin Sanders,"THUG IS A GREAT GAME IN ITS OWN WAY FOR MANY REASONS ONE IS THE FACT THAT YOU CAN GET OFF YOUR BOARD AND CLIMB TO REACH NEW HEIGHTS. THIS IS ONE NEW FEATURE IN THE GAME. ANOTHER REASON IS THE FACT THAT YOU GET TO PLAY AS YOU{ NOT A PRO SK8TER} ONE WAY IS YOU CAN DOWNLOAD YOUR FACE{PS2 ONLY} AND PLAY AS YOU WITH YOUR FACE ON THE CHARACTER, OR YOU CAN MAKE A CHARACTER FROM SCRATCH. EITHER WAY YOU CAN PLAY UNKNOWN AND MAKE IT FROM SKATE PUNK TO PRO. ANOTHER FEATURE IS YOU CAN CREATE YOUR OWN LEVELS, BOARDS, TRICKS, CHARACTERS, AND UNLOCK A VARIETY OF UNLOCKABLES AND MANY MORE. ""BOTTOM LINE: BEST GAME EVER. I GIVE IT 5 OUT OF 5 THANKS",THUG: a legend to be,1070928000,,{'Platform:': ' PlayStation2'},
5.0,True,"11 12, 2014",A2JSPLEZ931OZ1,B00KLMOY4K,Mark Ogle,Crazy but fun,Five Stars,1415750400,,{'Format:': ' Video Game'},
5.0,True,"06 26, 2014",A2TZOSBECOY4YR,B0050SY77E,Amazon Customer,"It has a wonderful challenge and I love the arrow during the battles, the graphic are great not bad game.",fun game,1403740800,,{'Format:': ' Video Game'},
5.0,True,"08 3, 2017",A2YT2HLL9U4U0Q,B0002TSA88,Lincoln Raffadeen,Absolutely fantastic using FMC on this with no problem.,Five Stars,1501718400,,{'Color:': ' 32 Meg'},
5.0,False,"05 11, 2010",A3TCB3GFD3L3UG,B001IK5TJI,S.K.M.,"This is one of the first games I've played on the PS3. I got this last year along with the God of War Collection and Uncharted 2, and this game beats the rest of the RPGs on the PS3. There's a high replay value since there's so many different class systems, spells, abilities, and items to play around with. I've easily logged in over 100 hours on this game. The battle systems take getting used to but is fantastic after you get acclimated. The boss fights are challenging and require strategy and item/character matching. One playthrough would take you 35-60 hours depending on how many sidequests you undertake.

Some cons are that with the new PS3 firmware update (after May 2010), the game freezes a lot more, but BioWare is working to fix that bug. Another con might be the lag of graphics during high processed fights and skirmishes. But the PS3 handles this game well and it's a really fun experience.

I would recommend buying this game NEW as you get codes for DLC with the game like the Golem character and Blood Dragonplate Armor, otherwise they would be $15 and $7, respectively. There's also tons of other DLC for this including the so-so expansion to keep you busy for hours on end. The expansion is a rent, but I've played every DLC and expansion for this game (including the Wardens Keep and Return to Ostagar) and I've loved them all. Make sure you buy Wardens Keep as well because it gives you a infinite storage chest. Great characters, great story, and awesome game!",A must-own for any RPG fan!,1273536000,4,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
1.0,False,"01 1, 2014",A16QJAS4LS50KZ,B00AHH5736,Andre  Williams,Everytime the game updates there is a chance of you save being corrupted so i just give up on all these batman games. Every game has this problem and the publisher doesnt care.,Don't bother the game has known save file corruptions from updates and the publisher doesnt care.,1388534400,,,
5.0,True,"04 28, 2009",A2BYKB5BQRCFK3,B000Y3RF6K,Brian Anthony Lopez,"Best shootemup on DS,great controls,amazing graphics, and best of all its just downright fun and challenging.",Amazing Game,1240876800,,,
5.0,False,"04 1, 2002",ANEDXRFDZDL18,B00005V8TW,Serene Night,"If you are a fan of comics, and appreciate the tongue and cheek camp of comics from the 60's and 70's you'll love this game. Play as ""Minute Man"" defender of ""Truth Justice and the American Way"" or as the fiery and witty ""El Diablo"" or even customize your own character or join in multi-player mode with friends. This game has it all. Do not be put off by the campy voice-overs at the beginning... This game proves to be quite a fun (and addicting) experience!
Things to love about this game: The great angles... And everything in this game can be picked up, moved or destroyed. Yes you can 'leap over' buildings, scale walls and lift dumpsters! The character generation mode is quite complex and detailed allowing for many intricate character combinations.
Dislikes: My small, if only quibble with this game, is that the female characters have abnormally large heads, and that there are more 'body types' available for male characters than females characters. Also, minute man's ""Dudley Do right"" sounding voice, can grate on the nerves after a while.
Definitely a must for comic fans, or fans in general who enjoy campy melodramatic super hero comics! =-)",Great Game!,1017619200,4,"{'Edition:': ' Standard', 'Platform:': ' PC'}",
5.0,True,"12 17, 2013",A2JXS1JII6SAUD,B00DC7G0GG,xeno,"I won't try and repeat what all the other reviewers have already said about the game, other than to repeat that this is a fantastic game, extremely creative, and fun to play.  I'm still working my way through it, but it has been great so far.",Fantastic game,1387238400,2,{'Format:': ' Video Game'},
5.0,False,"06 7, 2005",ARIHVRQ9VH0OQ,B0002IQC8Y,Nick Schwartz,"Burnout 3 is the best arcade racer I have ever played, and quite possibly, the best 'traditional' racer likewise.

  With realistic racing sims flooding the video game market (Gran Turismo, Forza Motorsport) it is nice to see a racing game this simple, and this accessible.  This game is about fast cars, and brain-rattling car crashes.

  Burnout 3's racing is very straight forward, and rewards you for driving dangerously.  Racing towards oncoming traffic, narrowly avoiding traffic (think Crazy Taxi) and drifting around corners gives you boost, which you can use to increase your speed even further (emphasized by a nice blur effect).  But driving aggressively and taking out your opponents is also rewarded: knock them into the side of the track or oncoming traffic, take them out, and your boost bar wil increase in size and fill up completely.  Crash again, and your boost bar decreases, bringing a nice balance to the gameplay.

  The racing is ridiculously fast, and drifting around corners and weaving through traffic is addicting.  Better still, it's made more intense by a huge sense of danger...  one crash could lose you the race.

  The crashes, as in past Burnout games, are out of control.  The cartoony graphics don't make them any less horrifying.  That's the series' claim to fame, and it shows.  Glass shatters, metal crumples, tires fly, cars roll out of control, grinding against pavement, smashing into anything in their path...  It's something to see.

  Best yet, it isn't just a racer.  In World Tour mode, you'll see all kinds of events (many that you can play on their own any time you want.)  These run from time trials, to Eliminator races (last car to pass the finish line each lap is eliminated until only one is left), road rage (see how many Takedowns you can achieve against three opponents until either the time runs out or your car is destroyed) to Crash mode.

  Crash mode is where the debris really flies.  Pick a car and barrel towards a busy intersection (with one hundred to unlock and choose from) and see how much destruction you can cause.  Once enough cars block the streets its almost disturbing watching the speeding traffic barrel into the pile-up.  Once a certain number of crashes have occurred, use the Crashbreaker, which causes your car to explode, causing more chaos, and allowing you to steer what remains of your car in slow motion towards power ups and money multipliers.

  Best of all, this game has a wealth of unlockables.  It keeps track of points you earn for driving well in races, monetary damage caused during crashes, takedowns achieved, and rewards you with cars, new courses, etc. for reaching certain goals.  This not only gives you great incentive to go back and play some more, it is a satisfying way to work for unlockables.

  This game, especially at its new lower price point, is highly recommended.","Wickedly Fast, Incredibly Brutal",1118102400,,{'Platform:': ' Xbox'},
